	context_id	word	gold_sense_id	predict_sense_id	positions	context
0	141	балка	1	1	90-94	маленькой комнаты. Он был очень высок, наклонил голову, словно подпирая плечом потолочную балку, посмотрел на Сьянову серьезными черными глазами. -- Я из Москвы. Буду испытывать здесь
1	142	балка	1	1	69-73	Пантюхин в Склифе сейчас. Он выползти на улицу успел, а на Золоткова балка обрушилась. Эх, душой компании парень был! 28-летний Геннадий так и не
2	143	балка	1	1	115-121	равнозначно обеспечивает и меланхоличную езду. Цельнометаллическое тело, усиленное передними и задними поперечными балками, наряду с работой подвески превращает машину в глыбу, всей плоскостью вросшую в
3	144	балка	1	1	85-90	верхняя часть закрыта, замкнута, многократно обрамлена и в конце концов, как тяжёлой балкой, придавлена широким многоступенчатым карнизом. Роль архитектурных небес выполняет здесь не лёгкая, стрельчатая,
4	145	балка	1	1	66-70	по телевизору: наши гол забили, я вскочил от радости и врезался в балку, поскольку дело было в низенькой мансарде. Но ни в коем случае не
5	146	балка	1	1	77-81	вы взглянете на стену нашего театра возле ЦУМа, то увидите торчащие железные балки— это стяжки, которые пронзают здание насквозь. Идешь по коридору и натыкаешься на
6	147	балка	1	1	85-89	плите приварены стойки 13, на которых смонтирована дисковая батарея 6. На продольной балке 14 рамы 7 смонтирован кронштейн 15 с вертикальной регулировочной тягой 16, на
7	148	балка	1	1	57-61	засунуть свой сверток? Да в одни и те же места: либо под балки, либо под изгиб печной трубы... В квартирах - это почти всегда печной дымоход
8	149	балка	1	1	100-104	активно шла работа по переработке металлолома, который затем используется для изготовления арматуры,балок и труб. Генеральный директор «Укрметалла» Анатолий Колесник заявлял, что переработка металлолома из
9	150	балка	1	1	101-106	основания, находится место, где частенько собираются подростки – рисунки граффити, пошлые надписи на балках и несущей опоре, банки пива... Вверху, под самым сводом, надпись «Ц... Артем
10	151	балка	1	1	97-101	ценим историческую архитектуру и бережно подходим ко всем материалам: собираем старые деревянные балки, чугунные колонны, кирпичи. Все это интегрируется в здание», — отмечает Александр Подусков, директор
11	152	балка	1	1	90-95	деле следствие перехода к конкурентном рынку. По вагонам, по колесным парам, надрессорным балкам и т.д. сегодня уже есть несколько покупателей, но в ряде случаев
12	153	балка	1	1	103-107	доме, упакованы все проблемы современной биохимии, биофизики, цитологии, фармакологии... Те же опорные балки-- мембраны, те же лифты -- ионные каналы клеток, те же входные двери -- рецепторы,
13	154	балка	1	1	74-78	, удары колёс о стыки рельсов стали звонче , и мимо окна понеслись ржавые балки моста , за которыми была видна широкая голубая полоса неизвестной реки . 8
14	155	балка	1	1	90-94	. Глушков работал с безумным исступлением , и только безумие помогло ему ворочать тяжёлые балки, совершить работу , которая была бы по силам десятерым . Берёзкин снова увидел неприглядный
15	156	балка	1	1	80-84	!.. Дрок упорно таскал к месту, облюбованному им для своей постройки, то старые балки, то стропила, то доски… Наконец, завел тачку и начал издалека привозить дикий
16	157	балка	1	1	97-101	-Рига, через реку Вазуза, местный житель, спустившийся прополоскать белье, увидел подвешенное на балке тело неизвестного парня и вызвал полицию. - Подросток покончил жизнь самоубийством через повешенье
17	158	балка	1	1	82-86	при чем. Основной на сегодня является версия, что причиной аварии стало обрушение балки перекрытия в связи с «усталостью металла».
18	159	балка	1	1	94-98	видно небо. Есть дома, особенно небольшие, с раскрошившейся крышей, из-под которой обрушились балки и доски. Они косо повисли, и кажется -- они все еще рушатся, вечно
19	160	балка	1	1	63-69	на Пресне ломали старинный дом: с третьего яруса с ней упал, с балками рухнулся, а опустило безо вреда, ни царапины! Еще -- Спаситель, тоже очень старинный, «
20	161	балка	1	1	80-85	, лазил на горящие здания; огнем опалило ему волосы; едва не задавило рухнувшей балкою. Помогая вытаскивать убогие пожитки бедняков из подвальных жилищ, стоял по пояс в
21	162	балка	1	1	64-68	-- Добавить балку ко второму концу балки E 1 и ко второму концу балки E 2 ; * Add Beam E1 F -- Добавить балку к первому концу балки
22	163	балка	1	1	91-95	при надобности и битая бутылка . Жёлтая электролампа под колпаком свешивалась с деревянной балки, как самоубийца . Свет её то тускнел , то разгорался -- вместо движков на электростанции
23	164	балка	1	1	78-82	во весь рост только в таком случае, если предварительно позаботился отойти от балки и стать в самом глубоком месте пола. Кроме грубых скамей, стола и
24	165	балка	1	1	74-78	Э.Г.Отиса. Небоскреб состоит из фундамента, стального каркаса из колонн и балок над землей и стен на завесах, прикрепленных к балкам. В этом небоскребе
25	166	балка	1	1	64-69	из колонн и балок над землей и стен на завесах, прикрепленных к балкам. В этом небоскребе основную нагрузку несет стальной каркас, а не стены. Эту
26	167	балка	1	1	92-96	"мины. По словам губернатора, такой вывод можно сделать из-за ""разрушения основной титановой балки. В практике крушений самолетов такого еще не было. А потому есть большая"
27	168	балка	1	1	69-75	домов – полностью снесен шифер с крыш, с одного дома снесена крыша с балками, в местном детском саду повреждено 20% кровли и частично были выбиты стекла.
28	169	балка	1	1	94-98	, едва озарявшими взволнованные лица. При их трепетном свете можно было разглядеть деревянные балки под крышей и наивную роспись на стенах: доброго пастыря с овцой на
29	170	балка	1	1	93-97	мимо Гашека. Талисман «Металлурга» лисенок что есть силы колотит в подвешенную металлическую балку(это такое ноу-хау в Магнитогорске, вместо паровозного гудка), а герой утопает в
30	171	балка	1	1	79-83	Лужкова! Будьте любезны, доложите мэру о проекте профессора. Денег на стойки и балки для детей надо немного. Может быть, даже меньше, чем на памятник Петру
31	172	балка	1	1	86-90	таких случаях часто наступает тот самый «реактивный момент», когда задний винт сносит балку. Экипаж до конца пытался посадить ушедшую «вразнос» машину. Почему я делаю такой
32	173	балка	1	1	78-82	стене. Потолка над башней не было, он давно обвалился, лишь одна полусгнившая балка, как пушка, торчала из каменной стены. В этой толстой замшелой стене были
33	174	балка	1	1	111-115	фермерского хозяйства Штепо. Просторная высокая мастерская для ремонта тракторов, комбайнов, автомобилей. Кран-балка, небольшой механический цех с токарным и сверлильным станками. Аккумуляторное отделение, сварочное, компрессорное.
34	175	балка	1	1	80-84	... Я не хочу делать никаких официальных заявлений, но если бы действительно та балка взорвалась, самолет бы развалился прямо в воздухе на мелкие куски. Дело в
35	176	балка	1	1	85-89	Цветаевой, «она висела невысоко над полом, на гвозде, вбитом в поперечную потолочную балку, на тонком крепком шнуре». Причин гибели Марины Цветаевой множество, они постепенно подбирались
36	177	балка	1	1	56-60	E 1 и к свободному узлу F ; * Add Beam E2 F -- Добавить балку ко второму концу балки E 1 и к свободному узлу F . Параметры
37	178	балка	1	1	68-72	, гораздо ужаснее и страшнее Ильича, хотя крест его снят и лежит на балке.
38	179	балка	1	1	92-97	окон зияли франтоватые прежде, в арабском стиле городские купальни. Стоявшую на двутавровых балках в самом море деревянную кофейню, вычурно раскрашенную и носившую шутливое название «Поплавок»,
39	180	балка	1	1	92-96	вместе с плотниками -- обычай назывался «окладно». Когда стены срубят и проложат потолочные балки, матицы, опять плотникам угощенье: «матешно». А крышу тесом закроют, да сверху князево
40	181	балка	1	1	72-77	точить колесные бандажи и надевать оси. Старая грязь и копоть висела на балках махрами, пахло сыростью и мазутом, разреженный свет осени мертво сиял на механизмах.
41	182	балка	1	1	73-78	которого они выбили золотые зубы. Теперь не найти консервов, но много по балкам и по канавам ржавых жестянок, свистящих дырьями на ветру. Одуревшие от вина,
42	183	балка	1	1	111-115	он. – Наши эксперты установили причину аварии – брак металлоконструкций. Была нарушена технология изготовления балки, несущей покрытие здания». Специалисты «Городского центра экспертиз» видят в этом факте начальную
43	184	балка	1	1	94-98	светлые тона, выделяя кирпичный цоколь, подчеркивая линию крыши и умеренно оттеняя деревянные балки.
44	185	балка	1	1	86-90	посуда. Во Франции материалы берут прямо у природы: грубые каменные стены, деревянные балки потолка, керамическая и деревянная посуда. В России популярны и «Англия», и «Франция»,
45	186	балка	1	1	107-111	. По словам Серебренникова, там «катастрофа на катастрофе»: протекает крыша, старые коммуникации, сгнившие балки. Но пока реконструкция коснется только зала, который будет превращен в универсальный зал-
46	187	балка	1	1	93-97	просторном гулком плохо освещенном здании уже вовсю снуют строители, лежат огромные железные балки, слышны удары инструментов и скрежет машины для сварки. Маэстро даже немного растерялся,
47	188	балка	1	1	80-85	закрутились, свились в сизом и черном дыму, устремляясь на потолок, к смолистым балкам истопки. Она уже задыхалась от дыма и плотнее прижалась к прохладному земляному
48	189	балка	1	1	85-89	долл. Американцы же любят вспоминать уже ставшую легендой в авиационных кругах «нашу балку»: с этого года все поперечные балки – основа для шасси – для самолетов семейства
49	190	балка	1	1	103-107	свободно делать перепланировку, переставляя перегородки внутри квартир. Но при этом нельзя затрагивать балки каркаса, расположенные под потолком, и колонны (см. схемы). СЕРИЯ: 1-335 (
50	191	балка	1	1	81-87	можно остановиться как в классическом номере, так и в «эстонском», с деревянными балками, сводчатыми потолками, плетеными ковриками и проч. Сервис этого отеля уже опробовали на
51	192	балка	1	1	84-88	плед и вздрагивала при всякой молнии, освещавшей небо, при всяком треске валившихся балок. По всей деревне господствовало величайшее смятение: рыдание, стоны, крики нескольких десятков голосов
52	193	балка	1	1	108-112	математических моделей. Например, в кораблестроении трёхмерный корпус судна рассматривают в виде одномерной балки, для которой уже давно существуют методики расчёта. В случае с ОБПС эти
53	194	балка	1	1	95-99	автотранспорта по мосту: дают возможность грузовикам быстро отвозить поднятые из воды бетонные балки. С моста хорошо видно, как широко разлилась река. Кажется, что маленькие дома
54	195	балка	1	1	80-84	, ЗПУ и пулемета стрелять по фюзеляжу гораздо сподручнее, чем в узкую хвостовую балку. По опыту афганской войны, войн в Анголе, Конго, на Ближнем Востоке из
55	196	балка	1	1	88-92	одно здание – полуразрушенный погреб-ледник. Из-за таяния снега и грунтовых вод несущие балки исторического сооружения серьезно повредились. Когда компания-застройщик ООО «Лес-Форум» начала возводить
56	197	балка	1	1	59-63	и к первому концу балки E 2 ; * AddBeamE 2 E 1 -- Добавить балку ко второму концу балки E 1 и к первому концу балки E
57	198	балка	1	1	79-83	опытный, как другие, чуть-чуть взял руля не туда, заднее колесо заскользило по балке, и грузовик провалился, повиснув карданом на одной из балок и, по счастью,
58	199	балка	1	1	79-83	Whelen HHS 2200, 50 динамиков-громкоговорителей той же фирмы и 25 светодиодных балок(оснащение не менее 16 светомодулей). Мигалки далеко не простые. К примеру, они
59	200	балка	1	1	82-86	угла в угол косо протянута труба. Нары завалены пальто и телогрейками. Прогнившие балки оклеены цветными фотографиями из журналов. На тумбочках громоздится немытая посуда. Мы скинули
60	201	балка	1	1	122-127	размещения небольшой спортивной сумки. Пространство багажного отделения несколько ограничено расположенной поперек кузова балкой жесткости. Однако его вполне хватит для повседневной жизни, не связанной с перевозкой
61	202	балка	1	1	84-88	стоит смерти и предательства!» -- воскликнул Ян. Он метнул нож, который воткнулся в балку за спиной отца: «Ты хотел этой смерти? Ответь. Но прежде хорошенько подумай»
62	203	балка	1	1	71-75	подошли к нашему причалу. Я вытащил цепь и, обмотав ее вокруг железной балки, повесил замок. Проверив, хорошо ли он закрыт, я аккуратно положил ключ в
63	204	балка	1	1	75-81	комнату. Что это была за комната! Крошечные окна, низкий, кривой потолок с балками внутрь, известковые стены, синие от сырости, узенькая железная кровать и стол с
64	205	балка	1	1	87-91	собралось очень много. Весной текущего года было обращено внимание на плохое состояние балок на колокольне Ивана Великого, на которых висят колокола, в так называемой Филаретовой
65	206	балка	1	1	97-102	изображением. И я увидела мужа, лежащего среди какого-то хлама, придавленного тяжелой деревянной балкой. Он постанывал и слабо шевелил ладонями.
66	207	балка	1	1	110-114	и опыте внедрения системы каркасного строительства выступил директор БелНИИСа -- Александр Иванович Мордич. --Балка, она и в Африке -- балка железобетонная, -- начал свое выступление с шутки Александр
67	208	балка	1	1	89-93	тоже взяли под охрану казачьи отряды. Сегодня готова к отпору симферопольская Петровская Балка. Здесь, в нескольких сотнях метров от кладбища русских воинов - героев Крымской войны,
68	209	балка	1	1	78-82	и почуял усталость. Позади лежала бессонная ночь, просило тело покоя. В устье балки, чуть поднявшись на взгорок, в тени Тимофей лег отдохнуть. И заснул. Проснулся
69	210	балка	1	1	68-72	только видют, что пулеметом им нас не посечь, затем что спасает нас балка. Тогда они пошли в угон за нами. Но у нас кони резвей,
70	211	балка	1	1	73-78	. Со стен свисали пучки трав, связки лука, перца и чеснока. К потолочным балкам подвешены были чучела странных зверей, из которых Жихарь мог узнать (и то
